city,latitude,longitude,traditionality,cleanliness,security,transportation,low_cost
Colle di Val d'Elsa,43.4,11.1333,2.902339716,4.48867861,2.914562463,0.534579695,4.932643522
Pancas,-19.225,-40.8508,4.59747491,3.715648687,3.651994719,2.783679845,2.686275991
Galeras,9.1667,-75.05,2.273825767,0.997489094,0.974769677,4.499583851,1.805327519
Mililani Mauka,21.4756,-157.9948,1.103224863,0.673125554,2.338470933,2.732650963,0.015579553
Cabucgayan,11.4719,124.575,3.375228662,3.289851743,2.507963843,3.011160997,1.43121579
Ashland,38.4592,-82.6448,1.153910524,1.664976373,3.326087151,4.383492554,2.984230088
Naranammalpuram,8.7599,77.7399,3.276128124,3.053760418,3.532333353,0.641892854,0.538369216
Kontela,14.0394,-10.3667,4.703878339,4.447810147,4.527241231,2.523020287,0.025631325
Guimar,28.315,-16.41,1.98915056,2.031632983,4.321446734,1.313204665,0.715044095
Corciano,43.1333,12.2833,4.056774997,3.040093528,3.867002434,4.550403475,1.061965062
Stowmarket,52.19,1,1.98673173,4.462464534,3.558815687,3.441652563,4.34798472
Acatic,20.7803,-102.91,1.397217832,4.13282633,1.938394706,0.918319136,0.023304435
Naqadah,25.9,32.7167,2.464767942,0.318367743,1.41233752,0.882592504,3.934425308
Thebes,38.3208,23.3178,3.543274698,3.380799521,3.475324779,0.095835466,0.309333256
Payson,40.0355,-111.739,2.644712042,1.467978686,1.003631789,1.568414409,4.236723187
Nong Bua Lamphu,17.2042,102.4444,1.370171093,1.441153254,4.171294501,2.776439514,2.884577128
Lino Lakes,45.1679,-93.083,4.382349805,0.036760913,3.044861565,0.513654701,1.696815415
Wexford,52.3342,-6.4575,2.152445561,2.274454966,3.775189763,3.389540886,1.587991409
Sermadevi,8.6873,77.5662,0.152483893,1.399254781,1.949233245,3.53979066,4.687245488
Ladario,-19.005,-57.6019,2.561883711,3.816442022,0.531082397,2.452382208,1.672331998
Zerbst,51.9681,12.0844,0.136290941,3.706067185,3.487855137,2.000744389,4.401888983
Dean Funes,-30.4333,-64.35,4.456055002,3.88639025,3.223412556,2.215186206,2.994601701
Cardito,40.95,14.3,4.806513309,4.176899382,3.389322461,0.686380373,0.782269726
San Martin de las Piramides,19.7333,-98.8167,2.096853719,4.19633952,3.317158883,3.497744567,4.115589746
Caombo,-8.7,16.5167,4.436009248,0.403026124,3.544197697,1.517447623,3.182299075
Goroka,-6.0833,145.3833,0.83443789,3.032311562,4.153819077,4.349308524,2.738335339
Villagarzon,1.0294,-76.6164,3.45036601,4.341409637,0.037582702,0.479520685,4.176567504
Eckernforde,54.4742,9.8378,2.506734293,3.676091037,4.656075562,1.855978226,3.342498246
Ano Syros,37.4383,24.9122,0.898541354,2.014349526,0.591753602,2.974586553,4.931691307
Chebli,36.5778,3.0083,4.867488503,2.113216144,4.624361366,1.39864365,1.2569828
Bastos,-21.9219,-50.7319,4.846485767,4.740199192,1.510780206,2.895029659,4.745096816
Aarau,47.4,8.05,3.334943654,0.431149423,4.607413364,1.780655878,2.313727095
Alnavar,15.4273,74.7411,2.601382531,4.994237346,0.448732286,1.702330866,4.67460196
Whyalla,-33.0333,137.5667,4.277203877,4.20384193,2.563038581,3.3080601,1.764962001
Celina,33.3154,-96.7941,1.311120936,3.419552381,2.182685202,4.044961867,2.070521487
Parelhas,-6.6878,-36.6578,4.440292956,0.098974075,2.35930052,0.166983087,1.650008994
Hazebrouck,50.725,2.5392,1.337738766,0.531796696,1.277459018,3.238183447,0.058043489
Boquira,-12.8167,-42.7667,0.389079755,3.131958765,1.531503025,3.372319798,2.679761483
North Guwahati,26.19,91.71,3.181799274,3.966376316,1.298081873,0.7492356,4.709313641
Muthutala,10.78,76.17,4.718473485,3.644179505,0.787903865,3.288384321,2.757729361
Tanki Leendert,12.5418,-70.022,3.840450941,4.466684976,0.689298214,0.467995397,0.445308829
Alta Floresta D'Oeste,-11.9681,-61.9542,2.393952051,2.076292825,0.029809161,4.041218916,3.591846146
Holiday,28.1864,-82.7429,4.269740903,1.3659403,2.48281296,1.755586662,1.410756025
Jawor,51.05,16.2,0.844595662,1.934228272,1.191443693,4.465595649,1.780724481
Nang Rong,14.6283,102.7933,1.823764542,2.420430802,4.6755865,0.673707983,4.35052483
San Bernardo,1.5108,-77.0467,4.498145257,3.230466924,1.529851258,0.923231563,4.787245978
Allauch,43.3369,5.4828,1.832963552,4.113231447,0.363582725,4.210308992,0.64680894
Artemida,37.9667,24,1.13360286,1.579669362,0.756786343,1.71545556,1.527528786
Gunzburg,48.4527,10.2713,2.766901152,1.932948473,0.744501535,0.778004225,4.969860861
Harvey,29.8876,-90.0666,3.629967586,2.898453164,3.720785765,0.249254987,0.916193112
Chesham,51.712,-0.612,4.905908357,2.430050122,2.934944641,4.746499079,3.167038975
Puerto Natales,-51.7333,-72.5167,2.398550874,0.194045973,2.618027442,1.558306815,1.49032327
Rees,51.7667,6.4,2.87749567,3.626917386,4.849210586,2.210424227,3.715481446
Dickinson,29.4548,-95.0589,2.29517879,3.422601337,0.087989463,1.581989733,1.027715512
Trezzano sul Naviglio,45.4333,9.0667,2.808197544,1.771836082,3.548223272,4.683722522,2.906024376
Takaba,3.3963,40.2251,3.765726399,4.615748668,4.33493664,4.546353777,1.87287471
Pandan,14.05,124.17,3.61769379,0.681869704,4.178514445,0.107563793,4.744751369
Aspe,38.3456,-0.7689,0.305667083,3.995844298,0.859317598,3.471468967,3.570275853
Kodikuthi,9.4667,76.95,3.663975063,0.032514939,3.437208872,1.655867312,4.922823015
Secaucus,40.781,-74.0659,1.558595704,2.541778246,3.300498179,4.669545849,2.919418553
Richmond,51.456,-0.301,3.956389707,2.287770994,4.766463805,0.881533322,2.278503543
Mons-en-Baroeul,50.6369,3.1103,2.199209358,2.274048898,0.766107736,3.095767812,4.441120909
Ambohitromby,-18.9667,46.3167,0.695966014,0.872553483,2.747246573,3.69813324,3.621345493
Hojambaz,38.1167,65,4.421354821,1.922292463,0.370002189,0.373086503,1.679189144
Gokdepe,38.1578,57.9664,3.344582674,3.627828726,2.578978898,1.663366301,2.605591757
Fort St. John,56.2465,-120.8476,2.897906429,1.577066251,0.929155771,4.14934922,1.357412362
Madakasira,13.9369,77.2694,1.236487438,1.834615416,0.142384667,3.428810926,4.377980978
Juli,-16.2125,-69.4603,4.50540529,0.263341939,4.160012643,1.344115688,0.084477991
Kotli,33.5056,73.8992,0.715223278,3.043568737,1.184307082,1.769554538,2.712963145
El Paujil,1.5644,-75.3319,0.5418313,4.108971801,4.902649602,3.148955595,2.050956196
Llorente,11.4125,125.5458,2.859963453,1.500807054,2.613306437,3.528836724,1.972230431
Ozark,37.0365,-93.2158,1.446979816,3.205433947,4.927767671,1.223620276,3.331799159
Sihu,23.6411,120.201,4.626051054,4.511539159,4.085935709,3.40288852,2.294279386
Loncoche,-39.3667,-72.6333,1.059772253,2.574953489,1.980599995,1.883943492,4.825770915
Ryazhsk,53.7,40.05,1.196515363,4.752461785,2.650539931,0.286293118,3.498226576
Beni Mered,36.5233,2.8617,4.808025578,1.407083845,2.617850098,3.938344922,4.811236308
Ganapavaram,16.1233,80.1721,3.875573538,1.253866914,4.171459616,0.425656324,0.283591106
Laventille,10.65,-61.4833,1.413637922,2.353308322,0.198418899,3.08994746,1.934502832
Paramonga,-10.6744,-77.8186,3.451971414,0.775345549,1.862055631,3.144751283,3.012848868
Senador Guiomard,-10.1508,-67.7358,3.470496645,4.535004397,1.586460597,1.105111339,0.653501835
Palatka,60.1,150.9,2.865980032,2.117071006,3.944125268,1.3909595,4.833304153
Qalansuwa,32.2822,34.9833,3.311744076,2.740692701,3.001246638,3.093752985,0.028384908
East Patchogue,40.7704,-72.9817,0.309562306,0.42331011,4.209695969,3.935357562,0.660383803
Tarko-Sale,64.9167,77.8,4.477371888,3.569289085,1.043460873,4.120604576,3.752092641
Riehen,47.5833,7.6333,1.800829293,0.991793836,0.744821185,1.053745336,1.282665936
Tong'anyi,35.3041,104.6802,2.705683621,1.016059508,4.672535455,2.020832889,3.402331313
Paravai,9.969,78.0613,3.515380369,4.631545069,2.922426914,3.470770506,1.446679348
Pendurti,17.8278,83.2022,2.622387543,2.097663143,1.309036412,0.78581942,4.872844867
Rio Rico,31.4957,-110.9885,1.446788958,2.122248808,4.131065912,3.715241811,2.496108398
Osterode,51.7286,10.2522,3.196464021,3.726762276,2.125477953,1.093124389,0.638250508
Bariarpur,25.686,86.0295,4.780656302,4.536738966,1.973903893,2.768870013,1.379568995
Amizmiz,31.2167,-8.25,3.769490476,1.38551621,3.973682362,4.516807868,2.245144855
Waghausel,49.25,8.5167,3.035921374,1.071160086,0.422746947,0.164429942,4.778282394
Bogande,12.9667,-0.15,0.621336575,1.755388916,4.798238489,4.254916113,4.552653137
Nhamunda,-2.1858,-56.7128,2.514614032,1.686814705,1.601324884,3.817353517,1.0889629
Volnovakha,47.6022,37.4919,3.542267863,2.664245147,4.860851003,1.583079696,1.607265054
Ust'-Katav,54.9333,58.1833,2.030618365,4.766028626,3.116174629,1.093591767,1.78991662
Partizanske,48.6258,18.3728,4.770959997,2.93912469,3.861541926,3.26122449,3.597218216
Thenia,36.7278,3.5539,1.499506791,0.827916584,4.034312145,0.682536183,2.253869103
Fleury-les-Aubrais,47.9312,1.921,4.07546616,3.951563527,0.600749595,4.083024879,3.92138902
Saint-Michel-sur-Orge,48.6303,2.3025,1.233371934,3.299149854,2.508489944,4.027675696,1.193803793
Jekabpils,56.4994,25.8783,2.690095929,0.673229848,0.440282971,2.659788009,0.506600805
Chandlers Ford,50.984,-1.3792,2.217907733,3.766329278,4.504969613,3.88847719,0.390823243
Tambau,-21.705,-47.2744,1.515117525,2.733605669,4.177708698,0.42154761,4.872106601
Andippatti,9.998,77.621,2.482787401,1.925977147,3.801973366,4.682765735,1.603801045
Egil,38.2572,40.0847,4.678512565,2.075372051,0.265146327,1.393193053,1.053721667
Maruturu,15.9862,80.1041,2.421382753,1.332105722,2.24658744,4.943643083,2.444503852
Icapui,-4.7128,-37.355,2.734833018,2.45003982,2.09138687,4.19482756,2.019987333
Zossen,52.2167,13.4497,2.083919706,4.498509132,2.780484175,4.330991483,1.248733195
Omutninsk,58.6667,52.1833,0.749255856,2.814375165,3.865252487,4.612882148,1.378970093
Panagyurishte,42.5,24.1833,0.495459682,4.487772649,2.303258492,0.850725342,3.747178417
Trinidad,-33.5333,-56.8833,1.119143539,2.025822537,1.556974211,1.15907438,1.290710417
Shahbazpur,24.0531,91.1719,3.735832426,4.708589371,2.60877337,1.542291666,0.985890053
Wilmot,43.4,-80.65,1.118926207,1.559017519,0.091875926,4.085762085,4.764291763
Hoogstraten,51.4,4.7667,3.306910512,4.553162291,4.876616244,2.01948176,3.909839944
Noamundi,22.1609,85.5042,2.068132779,0.849257321,3.579463824,0.385303186,4.649548176
Merefa,49.8167,36.05,3.338292224,0.195122859,3.973485236,4.702683482,0.835762598
Sao Joao do Piaui,-8.35,-42.25,3.867701955,2.838818589,4.858208174,2.70025321,2.143012865
Urucuca,-14.5833,-39.2667,1.315605946,2.587854251,4.572039733,4.059205127,0.861817832
Ghanzi,-21.7,21.65,3.220718485,3.233437379,1.753747748,3.498135055,4.210157161
Puchheim,48.15,11.35,2.135901625,4.779251705,3.703233381,2.823426452,0.633972448
Four Square Mile,39.6808,-104.888,2.121939955,0.928307012,3.833244845,1.864854842,1.164810857
San Bonifacio,45.4,11.2833,2.701260097,3.099537653,1.465470397,2.004550428,0.055717812
Kutna Hora,49.9483,15.2683,3.251466968,3.381984632,0.666342978,4.241853256,3.34079772
Taurage,55.2522,22.2897,2.943369186,4.602472351,4.638424253,4.664693374,1.015213203
Lioua,34.6375,5.3958,3.105119034,1.049260878,3.029332921,3.034438202,1.821333141
Grand Island,43.0198,-78.9619,2.019426139,3.782419737,1.181994014,3.015085769,4.054063388
Neuilly-Plaisance,48.8619,2.5064,3.236723539,4.043854998,3.688429185,0.56319382,4.947169193
Pefki,38.0667,23.8,2.588123913,4.579545903,4.421732345,2.383642861,1.641603349
Santa Rosa de Lima,14.3833,-90.3,3.54803635,4.711204967,3.701992788,3.394788421,0.651878794
Santa Barbara,5.8747,-75.5661,4.381920225,0.738379978,2.616649706,0.006229057,2.256540219
Srivaikuntam,8.6318,77.913,2.149755275,1.45770426,1.253715011,3.555363657,4.400176074
Jandaia do Sul,-23.6,-51.65,4.126271801,3.443078593,1.740089556,3.896542477,3.217242535
Alejandro Korn,-34.9667,-58.3667,2.308936497,3.065652665,1.176309611,2.613101568,1.113436636
Ashland,42.1905,-122.6992,4.304237087,4.89622574,1.164220002,4.982558988,3.777619869
Bayi,29.6664,94.3628,2.634408048,4.305932125,4.170020909,0.999195438,1.310089884
Kant,42.8833,74.85,0.902505615,1.768606789,0.374826319,0.521551345,3.801622771
Swiedbodzin,52.25,15.5333,3.924435565,4.005239521,2.343201355,1.565395183,3.11725096
Cumaral,4.2694,-73.4864,4.632803648,0.54519484,2.679975879,1.544110179,2.075471493
Grajewo,53.65,22.45,3.063249176,2.86466466,3.985147276,1.066138662,3.69217105
Pamarru,16.327,80.961,2.679257995,1.669750372,1.365558049,2.132698916,4.979327218
Shirhatti,15.2313,75.5772,3.531565085,4.049215214,3.757867707,1.126579845,0.204697409
Naas,53.217,-6.663,1.851862415,3.78270216,4.968447899,2.160385934,3.387175073
Annecy-le-Vieux,45.92,6.1428,2.125670856,4.489917519,2.338081685,4.33900299,2.571721883
Geneva,41.8833,-88.3242,1.724776014,2.23348347,2.780474282,3.229556085,0.492475998
Inopacan,10.5,124.75,4.485080009,2.683125324,3.711777845,2.515906196,2.560109888
Khowai,24.065,91.605,0.908395695,3.523320369,2.289945099,3.402342541,3.681098839
Mohiuddinnagar,25.7428,86.0812,1.370029124,0.030623122,2.943325318,3.760050433,0.986914952
Perdoes,-21.0908,-45.0908,2.189631118,1.932361389,2.549436381,2.286310151,0.39135981
Afourar,32.2167,-6.5,4.41488645,1.159343155,4.020485172,0.590037263,3.559178209
Los Vilos,-31.9167,-71.5167,4.297646176,1.751865548,4.323939255,4.649579239,4.392118853
Nogent-sur-Oise,49.2756,2.4683,4.283302007,2.851603885,2.087250548,1.861252397,0.487834941
Singur,22.81,88.23,1.676299882,1.091268168,1.664306503,0.908571126,0.860426767
Kirkintilloch,55.938,-4.155,2.010603241,4.648949507,4.747488863,2.891525523,1.064089382
Gummudipundi,13.3995,80.1187,4.014744949,0.437646417,1.445171061,0.054170377,1.465531424
Nedre Eiker,59.7647,10.0333,1.96904167,0.913435392,3.866770903,2.202594497,1.661545175
Allende,28.3333,-100.8333,1.223302819,2.755575497,3.383313125,0.234185886,3.944429074
Masis,40.0633,44.4408,1.414081496,0.278072072,1.278923958,4.865415062,1.536787117
Mantes-la-Ville,48.975,1.7117,4.599584929,1.51596166,3.044001466,1.528254657,4.16525817
Teteven,42.9167,24.2667,4.713100222,3.495315168,4.449294396,3.96265096,0.927687444
Almaguer,1.9167,-76.8667,2.614974903,1.0680653,0.42629306,2.535781043,3.257339618
Palma di Montechiaro,37.2,13.7667,1.692615951,1.024708022,0.673464328,0.326031386,0.297476434
Pleasant Prairie,42.5266,-87.8895,2.567685888,2.113695181,4.838646664,2.941110917,0.994030766
Seymour,38.9476,-85.8911,4.011635417,4.69008185,4.644784808,2.628043524,2.557845499
Igreja Nova,-10.1253,-36.6619,1.768797082,1.599009967,1.372881982,4.717352509,1.035428834
Senago,45.5833,9.1333,0.572304046,1.209297313,0.925687119,0.729990614,4.560311774
Fortin de las Flores,18.9,-97,3.819046291,2.922173891,3.929890094,0.742207674,3.332150315
Acheres,48.9602,2.0684,4.650249879,0.628231378,3.176214603,2.0858651,4.609840304
Bilohorodka,50.3942,30.2314,0.578657248,4.571902004,1.511478334,3.213443339,2.524596339
Mukilteo,47.9096,-122.3035,0.380964833,0.684416795,4.257875028,0.265870503,4.897609047
Ambinanindrano,-20.6833,47.5667,4.930002491,3.913931265,0.167970652,1.547937707,4.582011928
Fukuyoshi,33.6833,130.78,2.30412233,4.931322924,2.914302229,3.390945658,0.215481173
Westborough,42.2681,-71.614,2.476923675,1.159239057,3.005371659,3.652623565,1.927648282
Iguai,-14.75,-40.0667,0.275197997,4.210202605,0.376319169,2.393443075,2.447066158
Stange,60.7158,11.1903,0.430780242,2.247161882,0.154308595,4.338690569,0.923473731
Bornem,51.1,4.2333,2.696140543,0.825238897,1.912699221,0.938943557,4.311790603
Silva Jardim,-22.6508,-42.3919,2.3728225,4.585748308,0.038701366,4.91753708,4.989241421
Vecses,47.4057,19.2648,0.186884402,1.717852282,2.573748783,2.548058444,2.541466533
Hafshejan,32.2269,50.7931,2.91212239,2.408183764,0.223773548,0.73499083,3.568220069
Galugah,36.7269,53.8089,2.289979146,1.366553257,1.641998875,3.240449356,3.341353654
Zambrow,52.9833,22.25,0.277320251,1.075281513,2.833807357,1.64730264,0.846537939
Tiruppuvanam,9.855,78.2744,1.330298869,4.95808745,1.083969037,3.832937716,1.952446755
Mountlake Terrace,47.7921,-122.3077,4.499097692,3.233404069,3.881124246,3.574528108,0.353963751
Khotkovo,56.25,38,1.71679008,2.987663741,2.777296998,4.115456676,1.261154104
Mi'eso,9.2333,40.75,3.911530404,2.451085889,1.346880232,0.770958548,4.425398204
Metahara,8.9,39.9167,3.196353621,3.520138372,0.12918977,0.871650565,1.659487421
Mundgod,14.9714,75.0366,3.008352234,2.839449462,2.230131356,3.607117988,4.779345308
Dax,43.71,-1.05,3.401439287,3.834911012,2.641375154,0.160113942,0.263304737
South Lake Tahoe,38.9393,-119.9828,0.473037242,2.017947844,0.092014058,0.277477114,1.54954021
Hammanskraal,-25.4,28.2833,2.091741177,0.970721935,3.250183719,1.27892993,2.849676599
Darton,53.585,-1.5325,4.526713645,2.323112856,3.392057914,2.993729072,3.632736785
Kasumpti,31.07,77.18,1.837316018,0.302840663,3.208537123,0.804797815,3.982850169
Chernogolovka,56,38.3667,1.285082705,1.859136877,3.40813754,0.014244872,3.199784347
Padmanabhapuram,8.2446,77.3367,2.662691784,2.297963881,1.403164084,1.883469483,0.647837541
Doaba,33.5333,70.7333,2.651775244,0.746637839,3.751547155,4.92008527,3.135647821
Pambadi,9.4264,76.5611,4.778006702,2.014578606,4.578311575,2.555416033,4.13834244
Lindenwold,39.8173,-74.9898,0.080204335,4.577866127,4.861454514,0.687052812,3.607627772
Vicksburg,32.3173,-90.8868,2.093082375,2.60575735,2.844308625,0.972169998,2.644791344
Moorestown,39.9784,-74.9413,2.587292934,3.570704893,4.756271195,0.700443156,4.715437388
San Antonio de Areco,-34.25,-59.4667,0.470001577,1.308263522,4.5993784,0.083575922,0.257641455
Somers,41.3056,-73.7252,2.823275198,3.398446065,3.449410931,2.195263722,1.245517055
Ulus,41.5861,32.6406,2.369438899,0.26700361,3.973022053,2.15043812,1.640912099
Antilla,20.8411,-75.7206,3.689699583,0.895983357,3.49027818,4.270805916,3.020957756
Terrier Rouge,19.6333,-71.95,3.756761873,0.113094206,4.851277192,2.640693692,4.856979651
Oum Drou,36.2,1.3833,1.410631459,3.977281553,3.721704497,2.177680772,4.696970249
Mragowo,53.8667,21.3,3.582556417,0.277154978,0.546612415,2.331171255,1.444244281
Sriperumbudur,12.968,79.9473,4.914243691,4.82469377,1.364661569,1.214762683,2.356923612
Sukhodilsk,48.35,39.7167,2.977836904,4.224243166,2.728474118,1.458701467,3.170172371
Youganning,34.7356,101.6114,2.687708782,3.962703554,3.470204793,3.951444866,4.316705323
Yegainnyin,34.7356,101.5978,2.11455052,4.946037927,1.620987533,0.064235893,0.073362988
Alcudia,39.8525,3.1192,0.625880333,3.054088907,2.70329796,1.952502135,2.22563879
Lyskovo,56.0289,45.0361,4.167772433,3.325545218,1.423207674,0.157496256,4.491821128
Mit Nama,30.1453,31.2343,0.608446633,3.89959938,2.842632692,3.123088688,2.797265565
Winter Gardens,32.8376,-116.9268,1.781723198,2.009777713,3.416801943,4.70133101,0.330166112
Sondershausen,51.3667,10.8667,1.823691188,2.530996647,1.831240897,1.480661339,4.79470295
Kelkit,40.1286,39.4383,3.424776223,1.668790678,4.811100266,1.974639758,3.203121914
Tubbergen,52.4,6.7833,2.085123888,3.392011639,1.764219761,4.238758617,2.986040764
Naryn,38.2,68.9,2.65330371,1.439070432,4.548707403,3.681786598,3.017165622
Armidale,-30.5,151.65,2.630468729,1.117308792,2.98331715,4.234013092,4.194243989
Sao Joao,-8.8758,-36.3669,2.219311915,3.037898696,4.906688664,3.277615891,4.016119132
Aralik,39.8728,44.5192,4.023751484,4.860048327,3.754342853,0.152086708,0.433010759
Aiud,46.3122,23.7292,2.317218128,3.576824284,1.676575351,4.040337504,4.758789348
Nirmali,26.314,86.5854,1.189684285,3.993733641,0.539161228,1.755890805,0.826445621
Narippatta,11.6972,75.7181,1.753969541,3.896322629,3.585284831,0.10127134,3.948295221
Wang Nam Yen,13.5004,102.1806,0.105326237,1.93945541,0.283903832,4.32218869,0.224262734
Makulubita,0.5122,32.3664,2.687198866,3.771728199,3.624139774,2.383577903,4.737462778
Artashat,39.9539,44.5506,1.579167724,2.651044045,3.892785775,1.97682114,1.207693482
Akonolinga,3.7667,12.25,0.037477372,2.714806013,4.304776708,4.468343719,3.443330137
Casal di Principe,41.0167,14.1333,4.14858974,0.745049885,4.62992418,4.845515846,3.076194599
Luna,18.3311,121.3725,3.594221838,0.389308319,2.268844024,2.879052544,0.038359201
Kaduturutti,9.7833,76.3,0.824142401,3.372485943,1.916843243,2.817492877,4.072901678
Huy,50.5167,5.2333,1.172375016,3.65866118,4.402425475,0.538888506,2.563904661
Kaikalur,16.5509,81.2,4.253201556,3.436931968,1.285175798,3.643959856,2.916224965
Cacem,38.7704,-9.3081,1.869286232,0.372326822,0.621824943,0.386925621,0.492726828
Chagalamarri,14.9667,78.5833,3.908927143,3.691873932,4.308377853,3.157054052,3.691868534
Krus na Ligas,14.6442,121.0636,1.160249217,1.832888388,3.924534397,4.467193884,1.906162662
South Holland,41.5977,-87.6022,2.278772476,3.600492292,4.428933513,1.744148917,3.414320651
Sulphur,30.2286,-93.3566,1.77535576,3.470423899,1.550366264,3.647223559,4.912606677
Sevilimedu,12.8083,79.6864,1.828836402,3.927277962,3.709232009,0.299854779,2.608279502
Royton,53.566,-2.121,0.765026832,2.679350597,1.141312997,3.004414452,4.162069333
Dolton,41.6284,-87.5979,1.442075271,4.811071657,2.090539394,3.176057988,0.382396426
Clemmons,36.0319,-80.3861,2.269205345,0.526238292,2.714932927,3.95697822,1.403214984
Mansourah,36.0819,4.46,4.965413434,4.624293459,4.932356321,4.110403508,1.187387559
Perry,32.472,-83.7283,1.276063487,4.66577976,1.22107271,1.033670554,1.703701769
Kitcharao,9.46,125.58,4.164225725,0.273663713,4.725122865,4.37420875,3.48889225
Carthage,36.8528,10.3233,2.900788249,3.808634039,4.103147406,3.251579503,1.144030534
Gauting,48.0678,11.3739,1.656972617,1.60817135,3.533451563,1.791093576,0.684611858
Mabitac,14.43,121.42,0.916405188,0.836554553,2.98691537,4.633865835,4.544123797
Belovodskoe,42.83,74.1,4.163963578,2.453050431,2.716507149,0.174959706,4.059436716
Yorkville,41.6563,-88.4507,4.2276707,4.102022599,1.400765795,4.354163728,1.543045724
Pajara,28.3511,-14.1075,4.093806229,3.294411376,3.863343892,2.249591419,4.344989567
Wielun,51.2206,18.57,0.110992265,2.100194649,3.856855397,1.222702222,2.754132019
Linamon,8.18,124.17,1.190574532,0.040097843,3.784611495,0.183072431,0.105681911
Aguilares,13.95,-89.1833,1.794965094,4.973585568,4.419659905,1.332536739,2.710968093
Baldwin,40.369,-79.9669,3.988370594,3.236844177,1.555470174,4.75618093,4.30469458
Mossaka,-1.2258,16.7947,4.022761475,0.39053036,2.630332748,4.364870969,2.097278391
Nowa Ruda,50.5833,16.5,2.226194303,4.997905392,1.530539933,4.999733016,1.904149505
Agropoli,40.35,14.9833,3.598467848,2.496847905,3.238437131,4.372192936,4.91967635
Vialonga,38.874,-9.082,1.074878929,4.155652604,0.977303607,2.72025797,1.189301325
Almasi,38.6833,68.6,2.018256043,1.248656892,1.0389366,4.417269864,1.550424651
Dronfield,53.3024,-1.4664,4.828997342,1.754920893,4.852430408,4.317452006,1.374606709
Elmwood Park,40.9049,-74.1201,3.337871741,4.660953165,0.425121967,3.676987892,4.611438816
Oshoba,40.7347,70.4417,4.233524217,2.639040464,0.166673268,0.54176998,3.400755805
Iruttarakonam,8.5863,76.8976,3.90588841,2.693485326,4.29306704,4.07834913,2.40545884
Rolante,-29.6667,-50.5667,0.864995302,2.31501812,2.149124865,0.273631775,3.262517678
Traunstein,47.8667,12.6333,3.651006251,4.886481953,2.924287521,1.77927132,0.315404237
Namagiripettai,11.47,78.27,0.914153446,1.867041582,0.073695729,2.820008522,4.218915809
Sulejowek,52.2442,21.28,1.083465818,1.290704791,2.905288467,3.252120075,1.806406567
West Pensacola,30.4263,-87.2679,1.892130202,0.362822921,0.028884932,2.694121378,3.395394051
Tapalpa,19.9445,-103.7585,0.797427566,4.715857903,0.179975867,0.861366714,1.953307886
Asni,31.25,-7.9833,0.123844339,1.929691702,0.822682544,4.42597993,1.257128939
Koduvilarpatti,9.9695,77.4915,2.406123103,4.876955289,1.788398258,3.952011315,1.141879392
Carrboro,35.9259,-79.0878,4.500870809,1.829871804,2.199499415,2.989835923,4.678222615
Ntcheu,-14.8333,34.6667,3.074336251,2.985902764,2.115612419,0.878554816,4.652584176
Monroe,41.3043,-74.1941,1.311444124,1.665295653,4.936394105,4.068472188,1.586213394
Sanxing,24.6739,121.6631,0.365630478,2.949444706,2.7225257,0.712581234,1.784865439
Suwanee,34.0508,-84.0686,1.384797028,1.62842684,1.096219087,1.159731711,3.302947143
Aguadas,5.6167,-75.4667,2.647809552,3.103831218,3.297661333,4.829090182,2.023835925
Manuel Tames,20.1803,-75.0514,0.043748609,4.718965066,1.948862777,4.273733573,4.224678999
Lealman,27.8197,-82.6847,2.212597288,1.693601582,1.34145713,2.986533955,0.893322569
Bhairi,28.93,81.63,2.703804321,1.2829245,3.273484864,1.014970727,1.430668952
Ossett,53.68,-1.58,1.469837531,2.331908516,1.201283205,0.897024926,4.685014372
Montecristo,8.2994,-74.4756,3.213977809,4.204300986,1.094887027,3.551624668,0.683361992
Urk,52.6667,5.6,0.910322928,0.343887409,0.108898489,4.862078377,3.258080615
Narkher,21.4383,78.5683,1.574103361,4.709701236,0.932205545,1.443056334,3.929517791
Degollado,20.4667,-102.15,1.731866161,4.045497057,2.287756524,0.723810951,4.277374558
Tadikombu,10.439,77.9546,3.674291879,0.408869497,2.599712615,2.363680308,0.085462114
Fierenana,-18.55,45.85,2.568640823,4.641171525,1.563838423,1.843798433,3.755379031
Dupax del Sur,16.2842,121.0917,2.454039325,4.126126582,1.942859718,3.665781135,4.550564284
Sao Sepe,-30.1667,-53.5667,2.200102672,0.320433997,1.39970009,2.055638148,1.035948062
Pillaiyarkuppam,11.8119,79.7922,0.784109855,2.028239593,2.722433125,4.666698943,2.093265557
Bobonong,-21.9704,28.4233,0.144205312,0.379130026,0.64368889,3.605309065,2.831126321
Essex,42.0833,-82.9,2.456418008,2.087971692,1.107695781,0.091692885,1.710017196
Kosgi,16.9878,77.7169,0.336157228,2.687918172,4.416566348,4.513533248,1.038468765
Zonhoven,50.9833,5.35,2.019250121,4.900152498,0.982798706,2.89761473,2.238915829
Concepcion Huista,15.6167,-91.6833,3.249922591,0.427099102,1.111438403,4.833331563,0.435448175
Jiangjiadong,24.4985,112.8397,1.680554082,0.090024704,4.480324947,4.939984001,4.244804041
Kontich,51.1333,4.45,0.333400871,4.941762128,3.890381008,1.931506571,1.095302316
Parasi,24.1908,82.7817,4.488354591,1.033184148,4.854763158,1.924622103,2.556175867
